AA制	ei˥ ei˥ ʦɐi˧
鴛鴦筷	jyːn˥ jœːŋ˥ faːi˧
鴛鴦茶	jyːn˥ jœːŋ˥ tsʰaː˨˩
鴛鴦襪	jyːn˥ jœːŋ˥ mɐt̚˨
鴛鴦門	jyːn˥ jœːŋ˥ muːn˨˩
鴛鴦鞋	jyːn˥ jœːŋ˥ haːi˨˩
鴝	kʰɵy˨˩
鴞	hiːu˥
鴟	tsʰiː˥
鴟鴞	tsʰiː˥ hiːu˥
鴟鵂	tsʰiː˥ jɐu˥
鴠	tʰaːn˧
鴣	kuː˥
鴥	wɐt̚˨
鴦	jœːŋ˥
鴯	jiː˨˩
鴰	kʰuːt̚˧
鴷	liːt̚˨
鴺	iː˨˩
鴻	hʊŋ˨˩
鴻儒	hʊŋ˨˩ jyː˨˩
鴻圖	hʊŋ˨˩ tʰou˨˩
鴻圖大展	hʊŋ˨˩ tʰou˨˩ taːi˨ tsiːn˧˥
鴻毛	hʊŋ˨˩ mou˨˩
鴻溝	hʊŋ˨˩ kʰɐu˥
鴻福	hʊŋ˨˩ fʊk̚˥
鴻福齊天	hʊŋ˨˩ fʊk̚˥ tsʰɐi˨˩ tʰiːn˥
鴻運	hʊŋ˨˩ wɐn˨
鴻門宴	hʊŋ˨˩ muːn˨˩ jiːn˧
鴻飛冥冥	hʊŋ˨˩ fei˥ mɪŋ˨˩ mɪŋ˨˩
鴻鵠	hʊŋ˨˩ kʊk̚˥
鴻鵠之志	hʊŋ˨˩ kʊk̚˥ tsiː˥ tsiː˧
鴽	jyː˨˩
鴿	kɐp̚˧
鵀	jɐm˨˩
鵁	kaːu˥
鵂	jɐu˥
鵃	tsɐu˥
鵊	kaːp̚˧
鵋	kei˨
鵌	tʰou˨˩
鵏	pou˧˥
鵑	kyːn˥
鵒	jʊk̚˨
鵓	puːt̚˨
鵔	ʦɵn˧
鵖	kiːp̚˧
鵙	kʷɪk̚˥
鵚	tʰʊk̚˥
鵛	kɪŋ˥
鵜	tʰɐi˨˩
鵜鶘	tʰɐi˨˩ wuː˨˩
鵝	ŋɔː˨˩
鵞	ŋɔː˨˩
鵟	kʰɔːŋ˨˩
鵠的	kʊk̚˥ tɪk̚˥
鵡	mou˩˧
鵩	fʊk̚˨
鵪	ɐm˥
鵫	tsɔːk̚˨
鵬	pʰaːŋ˨˩
鵬程	pʰaːŋ˨˩ tsʰɪŋ˨˩
鵬程萬里	pʰaːŋ˨˩ tsʰɪŋ˨˩ maːn˨ lei˩˧
鵯	pei˥
鵰	tiːu˥
鵲報	tsœːk̚˧ pou˧
鵲巢鳩佔	tsœːk̚˧ tsʰaːu˨˩ kɐu˥ tsiːm˧
鵳	kiːn˥
鵷	jyːn˥
鵹	lei˨˩
鵻	ʦɵy˥
鶁	kɪŋ˥
鶂	jɪk̚˨
鶃	jɪk̚˨
鶄	tsɪŋ˥
鶆	lɔːi˨˩
鶇	tʊŋ˥
鶉	sɵn˨˩
鶊	kɐŋ˥
鶋	kɵy˥
鶌	kʷɐt̚˨
鶒	tsʰɪk̚˥
鶖	tsʰɐu˥
鶗	tʰɐi˨˩
鶘	wuː˨˩
鶙	tʰɐi˨˩
鶚	ŋɔːk̚˨
鶠	jiːn˧˥
鶡	hɔːt̚˧
鶢	jyːn˨˩
鶤	kʷʰɐn˥
鶦	wuː˨˩
鶩	mou˨
鶪	kʷɪk̚˥
鶬	tsʰɔːŋ˥
鶯	ɐŋ˥
鶱	hiːn˥
鶲	jʊŋ˥
鶴	hɔːk̚˨
鶴立雞群	hɔːk̚˨ laːp̚˨ kɐi˥ kʷʰɐn˨˩
鶴立鷄群	hɔːk̚˨ laːp̚˨ kɐi˥ kʷʰɐn˨˩
鶵	ʦʰɔː˨˩
鶹	lɐu˨˩
鶺	tsɪk̚˧
鶻突	wɐt̚˨ tɐt̚˨
鶼	kiːm˥
鶼鰈情深	kiːm˥ tiːp̚˨ tsʰɪŋ˨˩ sɐm˥
鶾	hɔːn˨
鶿	tsʰiː˨˩
鷀	tsʰiː˨˩
鷁	jɪk̚˨
鷂	jiːu˨
鷂鷹	jiːu˨ jɪŋ˥
鷃	aːn˧
鷄	kɐi˥
鷄仔	kɐi˥ tsɐi˧˥
鷄公	kɐi˥ kʊŋ˥
鷄同鴨講	kɐi˥ tʰɔːŋ˨˩ ŋaːp̚˧ kɔːŋ˧˥
鷄啄唔斷	kɐi˥ tœːŋ˥ m̩˨˩ tʰyːn˩˧
鷄噉腳	kɐi˥ kɐm˧˥ kœːk̚˧
鷄尾	kɐi˥ mei˩˧
鷄手鴨腳	kɐi˥ sɐu˧˥ ŋaːp̚˧ kœːk̚˧
鷄毛掃	kɐi˥ mou˨˩ sou˧˥
鷄泡魚	kɐi˥ pʰou˩˧ jyː˨˩
鷄盲	kɐi˥ maːŋ˨˩
鷄翼	kɐi˥ jɪk̚˨
鷄胗	kɐi˥ tsɐn˥
鷄腳	kɐi˥ kœːk̚˧
鷄腸	kɐi˥ tsʰœːŋ˨˩
鷄膥	kɐi˥ tsʰɵn˥
鷄關	kɐi˥ kʷaːn˥
鷄項	kɐi˥ hɔːŋ˧˥
鷄頸	kɐi˥ kɛːŋ˧˥
鷄髀	kɐi˥ pei˧˥
鷄𣚺	kɐi˥ hɔːŋ˧˥
鷅	lɵt̚˨
鷇	kʰɐu˧
鷈	tʰɐi˥
鷊	jɪk̚˨
鷋	tʰou˨˩
鷐	sɐn˨˩
鷑	lɐp̚˥
鷒	tʰyːn˨˩
鷓	tsɛː˧
鷔	ŋou˨
鷕	iːu˨˩
鷖	jiː˥
鷗	ɐu˥
鷘	ʦʰɪk̚˥
鷙	tsiː˧
鷚	lɐu˨
鷛	jʊŋ˨˩
鷞	sœːŋ˥
鷥	siː˥
鷦	tsiːu˥
鷩	piːt̚˧
鷫	sʊk̚˥
鷫鸘	sʊk̚˥ sœːŋ˥
鷮	kiːu˥
鷯	liːu˨˩
鷯哥	liːu˥ kɔː˥
鷰	jiːn˧
鷲	tsɐu˨
鷳	haːn˨˩
鷴	haːn˨˩
鷸蚌相爭	wɐt̚˨ pʰɔːŋ˩˧ sœːŋ˥ tsɐŋ˥
鷹	jɪŋ˥
鷺	lou˨
鷻	tʰyːn˨˩
鷽	hɔːk̚˨
鷾	iː˧
鷿	pʰɪk̚˥
鸀	sʊk̚˨
鸁	lɔː˨˩
鸂	kʰɐi˥
鸃	iː˨˩
鸆	jyː˨˩
鸇	tsiːn˥
鸉	jœːŋ˨˩
鸋	nɪŋ˨˩
鸏	mʊŋ˨˩
鸐	tɪk̚˨
鸑	ŋɔːk̚˨
鸒	jyː˨˩
鸓	lɵy˩˧
鸕	lou˨˩
鸚	jɪŋ˥
鸚鵡	jɪŋ˥ mou˩˧
鸛	kuːn˧
鸝	lei˨˩
鸞	lyːn˨˩
鸟	niːu˩˧
鸟为食亡	niːu˩˧ wɐi˨˩ sɪk̚˨ mɔːŋ˨˩
鸟兽	niːu˩˧ sɐu˧
鸟兽散	niːu˩˧ sɐu˧ saːn˧
鸟叫	niːu˩˧ kiːu˧
鸟叫声	niːu˩˧ kiːu˧ sɛːŋ˥
鸟嘌呤	niːu˩˧ pʰiːu˥ lɪŋ˨˩
鸟嘴	niːu˩˧ ʦɵy˧˥
鸟声	niːu˩˧ sɛːŋ˥
鸟巢	niːu˩˧ ʦʰaːu˨˩
鸟枪	niːu˩˧ ʦʰœːŋ˥
鸟瞰	niːu˩˧ hɐm˧
鸟瞰图	niːu˩˧ hɐm˧ tʰou˨˩
鸟笼	niːu˩˧ lʊŋ˨˩
鸟类	niːu˩˧ lɵy˨
鸟类学	niːu˩˧ lɵy˨ hɔːk̚˨
鸟类学家	niːu˩˧ lɵy˨ hɔːk̚˨ kaː˥
鸟蛋	niːu˩˧ taːn˨
鸟语	niːu˩˧ jyː˩˧
鸟语花香	niːu˩˧ jyː˩˧ faː˥ hœːŋ˥
鸟鸣	niːu˩˧ mɪŋ˨˩
鸠	kɐu˥
鸠占鹊巢	kɐu˥ ʦiːm˧ ʦœːk̚˧ ʦʰaːu˨˩
鸡	kɐi˥
鸡丁	kɐi˥ tɪŋ˥
鸡乸	kɐi˥ naː˧˥
鸡乸咁大只字	kɐi˥ naː˧˥ kɐm˧ taːi˨ ʦɛːk̚˧ ʦiː˨
鸡仔	kɐi˥ ʦɐi˧˥
鸡仔饼	kɐi˥ ʦɐi˧˥ pɛːŋ˧˥
鸡僆	kɐi˥ lɛːŋ˥
鸡公	kɐi˥ kʊŋ˥
鸡关	kɐi˥ kʷaːn˥
鸡冠	kɐi˥ kuːn˥
鸡包	kɐi˥ paːu˥
鸡包仔	kɐi˥ paːu˥ ʦɐi˧˥
鸡叫	kɐi˥ kiːu˧
鸡同鸭讲	kɐi˥ tʰɔːŋ˨˩ ŋaːp̚˧ kɔːŋ˧˥
鸡啄唔断	kɐi˥ tœːŋ˥ m̩˨˩ tʰyːn˩˧
鸡啖脚	kɐi˥ kɐm˧˥ kœːk̚˧
鸡头	kɐi˥ tʰɐu˨˩
鸡奸	kɐi˥ kaːn˥
鸡尾	kɐi˥ mei˩˧
鸡尾包	kɐi˥ mei˩˧ paːu˥
鸡尾酒	kɐi˥ mei˩˧ ʦɐu˧˥
鸡尾酒会	kɐi˥ mei˩˧ ʦɐu˧˥ uːi˨
鸡尾饱	kɐi˥ mei˩˧ paːu˥
鸡年	kɐi˥ niːn˨˩
鸡心	kɐi˥ sɐm˥
鸡心形	kɐi˥ sɐm˥ jɪŋ˨˩
鸡手鸭脚	kɐi˥ sɐu˧˥ ŋaːp̚˧ kœːk̚˧
鸡扒	kɐi˥ pʰaː˧˥
鸡春	kɐi˥ ʦʰɵn˥
鸡春子	kɐi˥ ʦʰɵn˥ ʦiː˥
鸡春孳	kɐi˥ ʦʰɵn˥ ʦiː˥
鸡柳	kɐi˥ lɐu˩˧
鸡毛	kɐi˥ mou˨˩
鸡毛帚	kɐi˥ mou˨˩ ʦɐu˧˥
鸡毛扫	kɐi˥ mou˨˩ sou˧˥
鸡毛掸子	kɐi˥ mou˨˩ taːn˩˧ ʦiː˧˥
鸡毛撢子	kɐi˥ mou˨˩ taːn˩˧ ʦiː˧˥
鸡毛蒜皮	kɐi˥ mou˨˩ syːn˧ pʰei˨˩
鸡汤	kɐi˥ tʰɔːŋ˥
鸡泡鱼	kɐi˥ pʰou˩˧ jyː˨˩
鸡滋	kɐi˥ ʦiː˥
鸡犬不宁	kɐi˥ hyːn˧˥ pɐt̚˥ nɪŋ˨˩
鸡球大包	kɐi˥ kʰɐu˨˩ taːi˨ paːu˥
鸡皮	kɐi˥ pʰei˨˩
鸡皮疙瘩	kɐi˥ pʰei˨˩ kɐt̚˨ taːp̚˧
鸡盲	kɐi˥ maːŋ˨˩
鸡眼	kɐi˥ ŋaːn˩˧
鸡笼	kɐi˥ lʊŋ˨˩
鸡红	kɐi˥ hʊŋ˨˩
鸡翼	kɐi˥ jɪk̚˨
鸡肉	kɐi˥ jʊk̚˨
鸡肠	kɐi˥ ʦʰœːŋ˨˩
鸡肾	kɐi˥ sɐn˧˥
鸡胗	kɐi˥ ʦɐn˥
鸡脚	kɐi˥ kœːk̚˧
鸡膥	kɐi˥ ʦʰɵn˥
鸡虫	kɐi˥ ʦʰʊŋ˨˩
鸡蛋	kɐi˥ taːn˧˥
鸡蛋仔	kɐi˥ taːn˨ ʦɐi˧˥
鸡蛋壳	kɐi˥ taːn˨ hɔːk̚˧
鸡蛋碰石头	kɐi˥ taːn˧˥ pʰʊŋ˧ sɛːk̚˨ tʰɐu˨˩
鸡蛋里挑骨头	kɐi˥ taːn˧˥ lɵy˩˧ tʰiːu˥ kʷɐt̚˥ tʰɐu˨˩
鸡螆	kɐi˥ ʦiː˥
鸡零狗碎	kɐi˥ lɪŋ˨˩ kɐu˧˥ sɵy˧
鸡靓	kɐi˥ lɛːŋ˥
鸡项	kɐi˥ hɔːŋ˧˥
鸡颈	kɐi˥ kɛːŋ˧˥
鸡飞狗跳	kɐi˥ fei˥ kɐu˧˥ tʰiːu˧
鸡饱仔	kɐi˥ paːu˥ ʦɐi˧˥
鸡骨	kɐi˥ kʷɐt̚˥
鸡髀	kɐi˥ pei˧˥
鸡鸣	kɐi˥ mɪŋ˨˩
鸡鸣狗盗	kɐi˥ mɪŋ˨˩ kɐu˧˥ tou˨
鸡𡃁	kɐi˥ lɛːŋ˥
鸡𣚺	kɐi˥ hɔːŋ˧˥
鸢	jyːn˥
鸢尾科	jyːn˥ mei˩˧ fɔː˥
鸢尾花	jyːn˥ mei˩˧ faː˥
鸣	mɪŋ˨˩
鸣叫	mɪŋ˨˩ kiːu˧
鸤	siː˥
鸥	ɐu˥
鸦	aː˥
鸦片	aː˥ pʰiːn˧
鸦片战争	aː˥ pʰiːn˧ ʦiːn˧ ʦɐŋ˥
鸦片贸易	aː˥ pʰiːn˧ mɐu˨ jɪk̚˨
鸦雀无声	aː˥ ʦœːk̚˧ mou˨˩ sɪŋ˥
鸧	ʦʰɔːŋ˥
鸨	pou˧˥
鸨母	pou˧˥ mou˩˧
鸩	taːm˥
鸩酒	ʦɐm˨ ʦɐu˧˥
鸪	kuː˥
鸫	tʊŋ˥
鸬	lou˨˩
鸭	aːp̚˧
鸭叫	aːp̚˧ kiːu˧
鸭咀帽	ŋaːp̚˧ ʦɵy˧˥ mou˧˥
鸭嘴	aːp̚˧ ʦɵy˧˥
鸭嘴兽	aːp̚˧ ʦɵy˧˥ sɐu˧
鸭掌	aːp̚˧ ʦœːŋ˧˥
鸭春	ŋaːp̚˧ ʦʰɵn˥
鸭毛	aːp̚˧ mou˨˩
鸭绒	aːp̚˧ jʊŋ˨˩
鸭绒毛	aːp̚˧ jʊŋ˨˩ mou˨˩
鸭肉	aːp̚˧ jʊk̚˨
鸭脚	aːp̚˧ kœːk̚˧
鸭膥	ŋaːp̚˧ ʦʰɵn˥
鸭蛋	aːp̚˧ taːn˨
鸭蛋圆	aːp̚˧ taːn˨ jyːn˨˩
鸮	hiːu˥
鸯	jœːŋ˥
鸰	lɪŋ˨˩
鸱	ʦʰiː˥
鸱鸮	ʦʰiː˥ hiːu˥
鸱鸺	ʦʰiː˥ jɐu˥
鸲	kʰɵy˨˩
鸳	iːn˥
鸳鸯	jyːn˥ jœːŋ˥
鸳鸯戏水	jyːn˥ jœːŋ˥ hei˧ sɵy˧˥
鸳鸯筷	jyːn˥ jœːŋ˥ faːi˧
鸳鸯茶	jyːn˥ jœːŋ˥ ʦʰaː˨˩
鸳鸯袜	jyːn˥ jœːŋ˥ mɐt̚˨
鸳鸯门	jyːn˥ jœːŋ˥ muːn˨˩
鸳鸯鞋	jyːn˥ jœːŋ˥ haːi˨˩
鸴	hɔːk̚˨
鸵	tʰɔː˨˩
鸵鸟	tʰɔː˨˩ niːu˩˧
鸶	siː˥
鸷	ʦiː˧
鸸	iː˨˩
鸹	kʰuːt̚˧
鸺	jɐu˥
鸼	ʦɐu˥
鸽	kaːp̚˧
鸾	lyːn˨˩
鸿	hʊŋ˨˩
鸿儒	hʊŋ˨˩ jyː˨˩
鸿图	hʊŋ˨˩ tʰou˨˩
鸿图大展	hʊŋ˨˩ tʰou˨˩ taːi˨ ʦiːn˧˥
鸿毛	hʊŋ˨˩ mou˨˩
鸿沟	hʊŋ˨˩ kʰɐu˥
鸿福	hʊŋ˨˩ fʊk̚˥
鸿福齐天	hʊŋ˨˩ fʊk̚˥ ʦʰɐi˨˩ tʰiːn˥
鸿运	hʊŋ˨˩ wɐn˨
鸿门宴	hʊŋ˨˩ muːn˨˩ iːn˧
鸿雁	hʊŋ˨˩ ŋaːŋ˨
鸿雁传书	hʊŋ˨˩ ŋaːn˨ ʦʰyːn˨˩ syː˥
鸿雁哀鸣	hʊŋ˨˩ ŋaːn˨ ɔːi˥ mɪŋ˨˩
鸿飞冥冥	hʊŋ˨˩ fei˥ mɪŋ˨˩ mɪŋ˨˩
鸿鹄	hʊŋ˨˩ kʊk̚˥
鸿鹄之志	hʊŋ˨˩ kʊk̚˥ ʦiː˥ ʦiː˧
鹁	puːt̚˨
鹂	lei˨˩
鹃	kyːn˥
鹄	kʊk̚˥
鹄的	kʊk̚˥ tɪk̚˥
鹅	ŋɔː˨˩
鹅卵石	ŋɔː˨˩ lɵn˩˧ sɛːk̚˨
鹅口疮	ŋɔː˨˩ hɐu˧˥ ʦʰɔːŋ˥
鹅春形	ŋɔː˨˩ ʦʰɵn˥ jɪŋ˨˩
鹅春石	ŋɔː˨˩ ʦʰɵn˥ sɛːk̚˨
鹅毛	ŋɔː˨˩ mou˨˩
鹅绒	ŋɔː˨˩ jʊŋ˨˩
鹅绒毛	ŋɔː˨˩ jʊŋ˨˩ mou˨˩
鹅群	ŋɔː˨˩ kʷʰɐn˨˩
鹅肉	ŋɔː˨˩ jʊk̚˨
鹅膥形	ŋɔː˨˩ ʦʰɵn˥ jɪŋ˨˩
鹅膥石	ŋɔː˨˩ ʦʰɵn˥ sɛːk̚˨
鹅蛋	ŋɔː˨˩ taːn˨
鹅蛋形	ŋɔː˨˩ taːn˧˥ jɪŋ˨˩
鹅行鸭步	ŋɔː˨˩ haːŋ˨˩ aːp̚˧ pou˨
鹅黄	ŋɔː˨˩ wɔːŋ˨˩
鹅黄色	ŋɔː˨˩ wɔːŋ˨˩ sɪk̚˥
鹆	jʊk̚˨
鹇	haːn˨˩
鹈	tʰɐi˨˩
鹈鹕	tʰɐi˨˩ uː˨˩
鹉	mou˩˧
鹊	ʦʰœːk̚˧
鹊巢鸠占	ʦœːk̚˧ ʦʰaːu˨˩ kɐu˥ ʦiːm˧
鹊报	ʦœːk̚˧ pou˧
鹌	ɐm˥
鹌鹑	ɐm˥ sɵn˨˩
鹌鹑蛋	ɐm˥ sɵn˨˩ taːn˨
鹎	pei˥
鹏	pʰaːŋ˨˩
鹏程	pʰaːŋ˨˩ ʦʰɪŋ˨˩
鹏程万里	pʰaːŋ˨˩ ʦʰɪŋ˨˩ maːn˨ lei˩˧
鹑	sɵn˨˩
鹒	kɐŋ˥
鹓	jyːn˥
鹔	sʊk̚˥
鹔鹴	sʊk̚˥ sœːŋ˥
鹕	uː˨˩
鹖	hɔːt̚˧
鹗	ŋɔːk̚˨
鹘	kʷɐt̚˥
鹘突	wɐt̚˨ tɐt̚˨
鹙	ʦʰɐu˥
鹚	ʦʰiː˨˩
鹜	mou˨
鹝	jɪk̚˨
鹞	iːu˨
鹞鹰	iːu˨ jɪŋ˥
鹟	jʊŋ˥
鹠	lɐu˨˩
鹡	ʦɪk̚˧
鹢	jɪk̚˨
鹣	kiːm˥
鹣鲽情深	kiːm˥ tiːp̚˨ ʦʰɪŋ˨˩ sɐm˥
鹤	hɔːk̚˨
鹤立鸡群	hɔːk̚˨ laːp̚˨ kɐi˥ kʷʰɐn˨˩
鹥	iː˥
鹦	jɪŋ˥
鹦鹉	jɪŋ˥ mou˩˧
鹧	ʦɛː˧
鹨	lɐu˨
鹩	liːu˨˩
鹩哥	liːu˥ kɔː˥
鹪	ʦiːu˥
鹫	ʦɐu˨
鹬	nɵt̚˨
鹬蚌相争	wɐt̚˨ pʰɔːŋ˩˧ sœːŋ˥ ʦɐŋ˥
鹭	lou˨
鹮	syːn˨˩
鹯	ʦiːn˥
鹰	jɪŋ˥
鹲	mʊŋ˨˩
鹳	kuːn˧
鹳鸟	kuːn˧ niːu˩˧
鹵	lou˩˧
鹵味	lou˩˧ mei˧˥
鹵水	lou˩˧ sɵy˧˥
鹵素	lou˩˧ sou˧
鹵莽	lou˩˧ mɔːŋ˨˩
鹹	haːm˨˩
鹹書	haːm˨˩ syː˥
鹹水	haːm˨˩ sɵy˧˥
鹹水喉	haːm˨˩ sɵy˧˥ hɐu˨˩
鹹水樓	haːm˨˩ sɵy˧˥ lɐu˧˥
鹹水草	haːm˨˩ sɵy˧˥ tsʰou˧˥
鹹溼	haːm˨˩ sɐp̚˥
鹹溼伯父	haːm˨˩ sɐp̚˥ paːk̚˧ fuː˧˥
鹹溼佬	haːm˨˩ sɐp̚˥ lou˧˥
鹹溼片	haːm˨˩ sɐp̚˥ pʰiːn˧˥
鹹溼電影	haːm˨˩ sɐp̚˥ tiːn˨ jɪŋ˧˥
鹹溼鬼	haːm˨˩ sɐp̚˥ kʷɐi˧˥
鹹濕	haːm˨˩ sɐp̚˥
鹹濕伯父	haːm˨˩ sɐp̚˥ paːk̚˧ fuː˧˥
鹹濕佬	haːm˨˩ sɐp̚˥ lou˧˥
鹹濕片	haːm˨˩ sɐp̚˥ pʰiːn˧˥
鹹濕電影	haːm˨˩ sɐp̚˥ tiːn˨ jɪŋ˧˥
鹹濕鬼	haːm˨˩ sɐp̚˥ kʷɐi˧˥
鹹片	haːm˨˩ pʰiːn˧˥
鹹草	haːm˨˩ tsʰou˧˥
鹹菜	haːm˨˩ tsʰɔːi˧
鹹蛋	haːm˨˩ taːn˧˥
鹹蝦	haːm˨˩ haː˥
鹹蟲	haːm˨˩ tsʰʊŋ˧˥
鹹鹹哋	haːm˨˩ haːm˧˥ tei˧˥
鹹龍	haːm˨˩ lʊŋ˧˥
鹺	tsʰɔː˨˩
鹻	kaːn˧˥
鹼	kaːn˧˥
鹼性	kaːn˧˥ sɪŋ˧
鹽	jiːm˨˩
鹽巴	jiːm˨˩ paː˥
鹽蛇	jiːm˨˩ sɛː˧˥
鹾	ʦʰɔː˨˩
鹿	lʊk̚˨
鹿茸	lʊk̚˨ jʊŋ˨˩
麀	jɐu˥
麂	kei˧˥
麃	piːu˥
麆	ʦʰyː˨˩
麇	kʷɐn˥
麈	ʦyː˧˥
麋	mei˨˩
麋鹿	mei˨˩ lʊk̚˨
麌	jyː˩˧
麑	ŋɐi˨˩
麒	kʰei˨˩
麒麟	kʰei˨˩ lɵn˨˩
麓	lʊk̚˥
麕	kʷʰɐn˧˥
麗	lɐi˨
麙	haːm˨˩
麛	mɐi˨˩
麜	lɵt̚˨
麝	sɛː˨
麝香	sɛː˨ hœːŋ˥
麞	ʦœːŋ˥
麟	lɵn˨˩
麠	kɛːŋ˥
麤	ʦʰou˥
麥皮	mɐk̚˨ pʰei˧˥
麥糠	mɐk̚˨ hɔːŋ˥
麦	maːk̚˨
麦皮	mɐk̚˨ pʰei˧˥
麦糠	mɐk̚˨ hɔːŋ˥
麧	hɐt̚˨
麩	fuː˥
麩皮	fuː˥ pʰei˨˩
麪	miːn˨
麪包	miːn˨ paːu˥
麪包刀	miːn˨ paːu˥ tou˥
麪包屑	miːn˨ paːu˥ siːt̚˧
麪包店	miːn˨ paːu˥ tiːm˧
麪包樹	miːn˨ paːu˥ syː˨
麪包舖	miːn˨ paːu˥ pʰou˧˥
麪包鋪	miːn˨ paːu˥ pʰou˧˥
麪屎	miːn˨ siː˧˥
麪廠	miːn˨ tsʰɔːŋ˧˥
麪條	miːn˨ tʰiːu˨˩
麪皮	miːn˨ pʰei˨˩
麪筋	miːn˨ kɐn˥
麪粉	miːn˨ fɐn˧˥
麪糊	miːn˨ wuː˨˩
麪線	miːn˨ siːn˧
麪豉	miːn˨ siː˧˥
麪食	miːn˨ sɪk̚˨
麪飽	miːn˨ paːu˥
麪飽刀	miːn˨ paːu˥ tou˥
麪飽屑	miːn˨ paːu˥ siːt̚˧
麪飽店	miːn˨ paːu˥ tiːm˧
麯	kʊk̚˥
麰	mɐu˨˩
麱	fuː˥
麵	miːn˨
麵包	miːn˨ paːu˥
麵包刀	miːn˨ paːu˥ tou˥
麵包屑	miːn˨ paːu˥ siːt̚˧
麵包店	miːn˨ paːu˥ tiːm˧
麵包樹	miːn˨ paːu˥ syː˨
麵包舖	miːn˨ paːu˥ pʰou˧˥
麵包鋪	miːn˨ paːu˥ pʰou˧˥
麵屎	miːn˨ siː˧˥
麵廠	miːn˨ tsʰɔːŋ˧˥
麵條	miːn˨ tʰiːu˨˩
麵檔	miːn˨ tɔːŋ˧
麵皮	miːn˨ pʰei˨˩
麵筋	miːn˨ kɐn˥
麵粉	miːn˨ fɐn˧˥
麵糊	miːn˨ wuː˨˩
麵線	miːn˨ siːn˧
麵豉	miːn˨ siː˧˥
麵食	miːn˨ sɪk̚˨
麵飽	miːn˨ paːu˥
麵飽刀	miːn˨ paːu˥ tou˥
麵飽屑	miːn˨ paːu˥ siːt̚˧
麵飽店	miːn˨ paːu˥ tiːm˧
麷	fʊŋ˥
麸	fuː˥
麸皮	fuː˥ pʰei˨˩
麻	maː˨˩
麻利	maː˨˩ lei˨
麻包袋	maː˨˩ paːu˥ tɔːi˨
麻叻	maː˨˩ lɛːk̚˥
麻木	maː˨˩ mʊk̚˨
麻油	maː˨˩ jɐu˨˩
麻烦	maː˨˩ faːn˨˩
麻烦晒	maː˨˩ faːn˨˩ saːi˧
麻煩	maː˨˩ faːn˨˩
麻煩晒	maː˨˩ faːn˨˩ saːi˧
麻甩	maː˨˩ lɐt̚˥
麻甩仔	maː˨˩ lɐt̚˥ ʦɐi˧˥
麻甩佬	maː˨˩ lɐt̚˥ lou˧˥
麻疹	maː˨˩ ʦɐn˧˥
麻石	maː˨˩ sɛːk̚˨
麻繩	maː˨˩ sɪŋ˨˩
麻绳	maː˨˩ sɪŋ˨˩
麻雀	maː˨˩ ʦœːk̚˧
麻雀脚	maː˨˩ ʦœːk̚˧ kœːk̚˧
麻雀腳	maː˨˩ tsœːk̚˧ kœːk̚˧
麻風	maː˨˩ fʊŋ˥
麻风	maː˨˩ fʊŋ˥
麻鬼烦	maː˨˩ kʷɐi˧˥ faːn˨˩
麻鬼煩	maː˨˩ kʷɐi˧˥ faːn˨˩
麻鷹	maː˨˩ jɪŋ˥
麻鹰	maː˨˩ jɪŋ˥
麻麻	maː˨˩ maː˧˥
麻麻哋	maː˨˩ maː˧˥ tei˧˥
麻麻啫	maː˨˩ maː˧˥ ʦɛː˥
麻麻地	maː˨˩ maː˧˥ tei˧˥
麽	mɔː˥
麾	fɐi˥
黀	ʦɐu˥
黂	fɐn˨˩
黃	wɔːŋ˨˩
黃䘆	wɔːŋ˨˩ hyːn˧˥
黃梁一夢	wɔːŋ˨˩ lœːŋ˨˩ jɐt̚˥ mʊŋ˨
黃櫨	wɔːŋ˨˩ lou˨˩
黃犬	wɔːŋ˨˩ hyːn˧˥
黃猄	wɔːŋ˨˩ kɛːŋ˥
黃瓜造	wɔːŋ˨˩ kʷaː˥ tsou˨
黃瓜酸	wɔːŋ˨˩ kʷaː˥ syːn˥
黃疸	wɔːŋ˨˩ tʰaːn˧˥
黃綠醫生	wɔːŋ˨˩ lʊk̚˨ jiː˥ saːŋ˥
黃色	wɔːŋ˨˩ sɪk̚˥
黃色架步	wɔːŋ˨˩ sɪk̚˥ kaː˧ pou˨
黃花筒	wɔːŋ˨˩ faː˥ tʰʊŋ˧˥
黃花筒鹹魚	wɔːŋ˨˩ faː˥ tʰʊŋ˧˥ haːm˨˩ jyː˨˩
黃蜂	wɔːŋ˨˩ fʊŋ˥
黃蜂巢	wɔːŋ˨˩ fʊŋ˥ tsʰaːu˨˩
黃蜂竇	wɔːŋ˨˩ fʊŋ˥ tɐu˧
黃蜞	wɔːŋ˨˩ kʰei˨˩
黃袍	wɔːŋ˨˩ pʰou˨˩
黃袍加身	wɔːŋ˨˩ pʰou˨˩ kaː˥ sɐn˥
黃金	wɔːŋ˨˩ kɐm˥
黃金檔期	wɔːŋ˨˩ kɐm˥ tɔːŋ˧ kʰei˨˩
黃銅	wɔːŋ˨˩ tʰʊŋ˨˩
黃面婆	wɔːŋ˨˩ miːn˨ pʰɔː˨˩
黃驃馬	wɔːŋ˨˩ piːu˥ maː˩˧
黃鱔	wɔːŋ˨˩ siːn˩˧
黃麖	wɔːŋ˨˩ kɛːŋ˥
黃黃哋	wɔːŋ˨˩ wɔːŋ˧˥ tei˧˥
黄	wɔːŋ˨˩
